,Priority 1-6 (low - high),Status (messklar/on hold),Messort,Art,Hersteller,WEA-Typ,Projektnumber  (link to PowerBI PM Dashboard),Projectname,DNV PM,Auftragsdatum,Kunde,"Ansprechpartner Kunde (E-Mail, phone)",WEA X von Y,Ser.-Nr.,WP-Nr.:,Hubheight,Rotordiameter,HB,LK,BImschG,Modi Liste,Beschwerdelage ja/nein Bemerkungen,min. Wind speed needed,max. Wind speed needed,bevorz.  WR (falls bekannt),Landowner of  Turbine or Measurment area,Owner of neighbour turbines which have to be shut down,Gridoperator EisMan,sonst. Bemerkungen,Messung 1 Datum/ MA,Messung 2 Datum/ MA,Messung 3 Datum/ MA.1,Stand x = close,Link project folder Acoustics,Breitengrad,Längengrad,L2C/ Salesforce (Link)
0,,,WP Thüle,SEN,Enercon,E 101 E 92,10131349,SEN E92 E101 Thüle (177279),ANISHVENU,2018-12-19,ENERCON GmbH,Joachim Schlote,WEA 1 von 3,1011464,WEA 06,149.0,101.0,Ja,Ja,Unbekannt,,,,,,,,,,2019-06-13,,,Approved,file:///A:\___Projekte\10131349_18 E 101 E 92 SEN WP Thüle Enercon GmbH (Joachim Schlote) ,52.96833,7.97623,177279.0
4,,,WP Grafeld,SEN SIM,Senvion,3.2M122 NES,10158656,SEN SIM WP Grafeld (174035),PHISCH,2018-11-15,GO Wind Projekt GmbH & Co.KG,Gerrit Dallmann,WEA 1 von 4,301575,WEA 2,139.0,122.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10158656_2019 32M122 NES SEN SIM WP Grafeld GO Wind (Gerrit Dallmann) ,52.609159969087,7.649952987042,174035.0
5,1,messklar,WP Grafeld,SEN SIM,Senvion,3.2M122 NES,10158656,SEN SIM WP Grafeld (174035),PHISCH,2018-11-15,GO Wind Projekt GmbH & Co.KG,Gerrit Dallmann,WEA 2 von 4,301576,WEA 4,139.0,122.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10158656_2019 32M122 NES SEN SIM WP Grafeld GO Wind (Gerrit Dallmann) ,52.612925,7.651475,174035.0
6,2,,WP Grafeld,SEN SIM,Senvion,3.2M122 NES,10158656,SEN SIM WP Grafeld (174035),PHISCH,2018-11-15,GO Wind Projekt GmbH & Co.KG,Gerrit Dallmann,WEA 3 von 4,301577,WEA 5,139.0,122.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10158656_2019 32M122 NES SEN SIM WP Grafeld GO Wind (Gerrit Dallmann) ,52.610869,7.655083,174035.0
7,3,,WP Grafeld,SEN SIM,Senvion,3.2M122 NES,10158656,SEN SIM WP Grafeld (174035),PHISCH,2018-11-15,GO Wind Projekt GmbH & Co.KG,Gerrit Dallmann,WEA 4 von 4,301578,WEA 6,139.0,122.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10158656_2019 32M122 NES SEN SIM WP Grafeld GO Wind (Gerrit Dallmann) ,52.609719,7.659831,174035.0
8,4,Nicht genug Infos,Hemme,SEN,ENERCON,E-70,10161597,SEN WP Hemme (182757),ANNJO,2019-06-25,ENERCON GmbH,Paul Radons,WEA 1 von 2,784125,,,,Nein,Nein,Nein,,,5.0,15.0,W,,,,,,,,Approved,file:///A:\___Projekte\10161597_2019 E_70 SEN Hemme ENERCON (Paul Radons) ,54.269514,8.953031,182757.0
9,,,Hemme,SEN,ENERCON,E-70,10161597,SEN WP Hemme (182757),ANNJO,2019-06-25,ENERCON GmbH,Paul Radons,WEA 2 von 2,784301,Anlage301,64.0,71.0,Ja,Ja,Ja,,,5.0,15.0,W,,,,,2019-12-05,,,Approved,file:///A:\___Projekte\10161597_2019 E_70 SEN Hemme ENERCON (Paul Radons) ,54.26501,8.95316,182757.0
10,,,WP Strübbel,SEN,Enercon,E-70,10169748,SEN E70 Strübbel (183228),ANNJO,2019-09-05,Hornskrug GmbH & Co. KG,Willi Paulsen,WEA 1 von 1,784302,Anlage302,64.0,71.0,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10169748_2019 E_70 SEN WP Strübbel Hornskrug GmbH und Co KG (Willi Paulsen) ,54.265506,8.958083,183228.0
11,,Nicht genug Infos,Wieringerwierf NL,SET,Enercon,E-160 EP5 E1,10175590,SET E-160 Wieringerw (191528),PHISCH,2019-11-08,ENERCON GmbH,Steve Schröder,WEA 1 von 1,,,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,W,,,,,,,,Approved,file:///A:\___Projekte\10175590_2019 E_160 EP5 E1 SET Wieringerwierf NL Enercon GmbH (Steve Schröder) ,52.818063,5.071106,191528.0
13,,,WP Hartenfelser Kopf,SEN,Schütz,VT 110,10189855,SEN Hartenfelser Kopf (194202),PHISCH,2020-01-24,Schütz GmbH & Co. KGaA,Jörg Klöckner,WEA 1 von 1,20081005,WEA 20,143.2,110.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,W,,,,,,,,Approved,file:///A:\___Projekte\10189855_2020 VT 110 SEN WP Hartenfelser Kopf Schütz GmbH (Jörg Klöckner) ,50.621797,7.764551,194202.0
14,,,Dieksanderkoog,SEN,Enercon,E-70 E4,10205374,SEN E-70 Dieksanderkoog 783989 (197371),ANNJO,2020-03-16,ENERCON GmbH,Paul Radons,WEA 1 von 1,783989,WEA 5,85.0,71.0,Unbekannt,Unbekannt,Unbekannt,,,7.0,17.0,W,,,,,,,,Approved,file:///A:\___Projekte\10205374_2020 E_70 E4 SEN Dieksanderkoog Enercon GmbH (Paul Radons) ,53.959137,8.927004,197371.0
15,1,,Dieksanderkoog,SEN,Enercon,E-70 E4,10205384,SEN E70 E4 Dieksanderkoog 783990 (197369),ANNJO,2020-03-16,ENERCON GmbH,Paul Radons,WEA 1 von 1,783990,WEA 6,85.0,71.0,Unbekannt,Unbekannt,Unbekannt,,,7.0,17.0,W,,,,,,,,Approved,file:///A:\___Projekte\10205384_2020 E_70 E4 SEN Dieksanderkoog Enercon GmbH (Paul Radons) ,53.957307,8.927839,197369.0
16,2,Nicht genug Infos,Wittenhof,SIM,Vestas,V126,10206151,SIM Wittenhof ENER (194152),ULFKOC,2020-03-23,ENERTRAG SE,Jonas Armbröster,WEA 1 von 1,,,,,Unbekannt,Unbekannt,Ja,,,6.0,16.0,W,,,,"I_Messungen notwendig wegen hoher Vorbelastung, Telefonat mit T22 geführt",,,,Approved,file:///A:\___Projekte\10206151_2020 V126 SIM Wittenhof ENERTRAG Jonas Armröster (Jonas Armbröster) ,53.340331,13.898623,194152.0
17,3,,_Marsberg_Ersatzstandort für Janneby,SET,Enercon,E-138 EP3 E2,10212487,SET E137 EP3 E2 Janneby (200062),RICFRE,2020-05-07,ENERCON GmbH,Fabian Martens,,1380274,,,,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,,51.519506,8.824914,200062.0
18,4,,_Suederhackstedt_Ersatzstandort fuer Janneby,SET,Enercon,E-138 EP3 E2,10212487,SET E137 EP3 E2 Janneby (200062),RICFRE,2020-05-07,ENERCON GmbH,Fabian Martens,,1380456,WEA 1,111.0,138.0,,,,,,6.0,16.0,W,,,,,2022-01-20,2022-05-13,2022-06-23,Approved,,54.58004,9.27255,200062.0
19,,,Hermannsort,SET,Enercon,E-138 EP3 E2,10212487,SET E137 EP3 E2 Janneby (200062),RICFRE,2020-05-07,ENERCON GmbH,Fabian Martens,,1380722,WEA 6,81.0,138.0,Ja,Ja,Unbekannt,,,7.0,17.0,W,,,,,2022-02-22,2022-02-25,,Approved,,54.532846,9.44244,200062.0
20,,,Hermannsort,SET,Enercon,E-138 EP3 E2,10212487,SET E137 EP3 E2 Janneby (200062),RICFRE,2020-05-07,ENERCON GmbH,Fabian Martens,,1380725,WEA 4,110.8,138.0,Ja,Ja,Unbekannt,,,7.0,17.0,W,,,,,2022-07-16,,,Approved,,54.535142,9.44605,200062.0
21,,Diese Info ist Korrekt,Janneby,SET,Enercon,E138 EP3 E2,10212487,SET E137 EP3 E2 Janneby (200062),RICFRE,2020-05-07,ENERCON GmbH,Fabian Martens,WEA 1 von 2,1380324,WEA 02b,110.8,138.25,Ja,Ja,Unbekannt,,,4.0,14.0,W,,,,,,2020-06-30,,Approved,file:///A:\___Projekte\10212487_2020 E138 EP3 E2 SET Janneby Enercon GmbH (Fabian Martens) ,54.647196,9.314711,200062.0
22,,,Janneby,SET,Enercon,E-115,10212487,SET E137 EP3 E2 Janneby (200062),RICFRE,2020-05-07,ENERCON GmbH,Fabian Martens,WEA 2 von 2,1160001,WEA 02c,132.77,115.71,,,,,,5.0,15.0,W,,,,,2022-03-10,,,Approved,,54.643545,9.319456,200062.0
23,,,WP Himmelreich,SEN,Enercon,E-115 EP 3,10244887,SEN Himmelreich (201223),ANNJO,2020-05-26,Windpark Himmelreich GmbH & Co. KG,Jan Heckens,WEA 1 von 3,1160006,WEA 1 Nordwest,92.0,116.0,Ja,Ja,Ja,,,6.0,16.0,"W, SW",,,,,2023-03-03,,,Approved,file:///A:\___Projekte\10244887_2020 E_115 EP 3 SEN WP Himmelreich WES Ibs (Jan Heckens) ,54.009047,9.089936,201223.0
24,,,WP Himmelreich,SEN,Enercon,E-115 EP 3,10244887,SEN Himmelreich (201223),ANNJO,2020-05-26,Windpark Himmelreich GmbH & Co. KG,Jan Heckens,WEA 2 von 3,1160007,WEA 2 Nordost,92.0,116.0,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,"W, SW",,,,,,,,Approved,file:///A:\___Projekte\10244887_2020 E_115 EP 3 SEN WP Himmelreich WES Ibs (Jan Heckens) ,54.008342,9.095275,201223.0
25,,,WP Himmelreich,SEN,Enercon,E-115 EP 3,10244887,SEN Himmelreich (201223),ANNJO,2020-05-26,Windpark Himmelreich GmbH & Co. KG,Jan Heckens,WEA 3 von 3,1160008,WEA 3 Süd,92.0,116.0,Ja,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,2022-01-19,,,Approved,file:///A:\___Projekte\10244887_2020 E_115 EP 3 SEN WP Himmelreich WES Ibs (Jan Heckens) ,54.00597,9.09129,201223.0
26,,,WP Uetze,SEN,Siemens Gamesa,SWT 113,10250470,SEN SWT 113 WP Uetze (200775),PHISCH,2020-07-01,REON Aktiengesellschaft,Florian Massante,WEA 1 von 3,3201101,WEA14,115.0,113.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,"W, SW",,,,,2021-04-22,,,Approved,file:///A:\___Projekte\10250470_2020 SWT 113 SEN WP Uetze REON (Florian Massante) ,52.451269,10.156069,200775.0
27,,,WP Uetze,SEN,Siemens Gamesa,SWT 113,10250470,SEN SWT 113 WP Uetze (200775),PHISCH,2020-07-01,REON Aktiengesellschaft,Florian Massante,WEA 2 von 3,3201100,WEA15,127.5,113.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,"W, SW",,,,,2021-04-22,,,Approved,file:///A:\___Projekte\10250470_2020 SWT 113 SEN WP Uetze REON (Florian Massante) ,52.448022,10.159886,200775.0
28,,,WP Uetze,SEN,Siemens Gamesa,SWT 113,10250470,SEN SWT 113 WP Uetze (200775),PHISCH,2020-07-01,REON Aktiengesellschaft,Florian Massante,WEA 3 von 3,3201102,WEA16,115.0,113.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,"W, SW",,,,,,,,Approved,file:///A:\___Projekte\10250470_2020 SWT 113 SEN WP Uetze REON (Florian Massante) ,52.451425,10.163094,200775.0
29,,,Wilhelmshaven Westerhausen II,SEN,Vestas,V112,10253216,SEN V112 Wilhelmshaven V209248 (205848),PHISCH,2019-11-04,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V209248,,94.0,112.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,2021-04-23,2022-11-02,2022-03-16,Approved,file:///A:\___Projekte\10253216_2020 V112 SEN Wilhelmshaven Westerhausen II Vestas D (Helge Schnehle) ,53.60675833,8.041122222,205848.0
30,,,WP Falkenhagen und Güstow,SEN,Enercon ,E-126 EP3 ,10270195,SEN E126 Falkenhagen (209288),PHISCH,2020-12-07,Denker & Wulf AG,Jürgen Schwarz,WEA 1 von 8,1250208,WEA F1,135.0,127.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,W,,,,,2021-09-24,,,Approved,file:///A:\___Projekte\10270195_2020 E126 N149 SEN WP Falkenhagen und Güstow Denker und Wulf AG (Jürgen Schwarz) ,53.345717,13.754303,209288.0
31,,,WP Falkenhagen und Güstow,SEN,Enercon ,E-126 EP3 ,10270195,SEN E126 Falkenhagen (209288),PHISCH,2020-12-07,Denker & Wulf AG,Jürgen Schwarz,WEA 2 von 8,1250209,WEA F2,135.0,127.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,W,,,,,2023-02-21,,,Approved,file:///A:\___Projekte\10270195_2020 E126 N149 SEN WP Falkenhagen und Güstow Denker und Wulf AG (Jürgen Schwarz) ,53.34314,13.752906,209288.0
32,,,WP Falkenhagen und Güstow,SEN,Enercon ,E-126 EP3 ,10270195,SEN E126 Falkenhagen (209288),PHISCH,2020-12-07,Denker & Wulf AG,Jürgen Schwarz,WEA 3 von 8,1250210,WEA F3,135.0,127.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,W,,,,,2021-09-24,,,Approved,file:///A:\___Projekte\10270195_2020 E126 N149 SEN WP Falkenhagen und Güstow Denker und Wulf AG (Jürgen Schwarz) ,53.341119,13.757381,209288.0
38,,,WP KWK,SEN,Enercon,E70 E4,10284617,SEN E70 E4 783823 (212170),ANNJO,2021-02-11,ENERCON GmbH,Alexander Winter,WEA 1 von 1,783823,WEA1,64.0,71.0,Unbekannt,ja,Ja,,,5.0,15.0,W,,,,,,,,Approved,file:///A:\___Projekte\10284617_2021 E70 E4 SEN WP KWK Enercon GmbH (Alexander Winter) ,53.95114,8.913023,212170.0
39,,,WP Mittelberg,SEN,Vestas,V112,10285125,SEN V112 WP Mittelberg (212561),PHISCH,2021-02-18,deag Energie GmbH & Co. 17 KG,Gisela Rauschen,WEA 1 von 1,V231218,WEA 3,119.0,112.0,Unbekannt,Ja,Ja,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10285125_2021 V112 SEN WP Mittelberg deag Energie GmbH (Gisela Rauschen) ,51.56805,8.817701,212561.0
40,,,WP Norderland Ochtersum II,SEN,Enercon,E115,10286596,SEN E115 WP Norderland Ochtersum II (212800),PHISCH,2021-03-02,Windpark Norderland GmbH & Co. KG Ochtersum II,Christian Kubitschek,WEA 1 von 1,1150578,WEA O02,135.0,115.0,Ja,Ja,Ja,,,6.0,16.0,W,,,,,2022-11-10,,,Approved,file:///A:\___Projekte\10286596_2021 E115 SEN WP Norderland Ochtersum II Norderland GmbH (Christian Kubitschek) ,53.623737,7.518609,212800.0
41,,,WP Ochtersum III,SEN,Enercon,E115,10286597,SEN E115 WP Norderland Ochtersum III (212801),PHISCH,2021-03-02,Windpark Norderland GmbH & Co. KG Ochtersum III,Christian Kubitschek,WEA 1 von 1,1150580,WEA O04,135.0,115.0,Ja,Ja,Ja,,,6.0,16.0,W,,,,,2022-11-10,,,Approved,file:///A:\___Projekte\10286597_2021 E115 SEN WP Ochtersum III Norderland GbmH (Christian Kubitschek) ,53.618161,7.517534,212801.0
42,,,WP Ochtersum I,SEN,Enercon ,E115,10286599,SEN E115 WP Norderland Ochtersum I (212799),PHISCH,2021-03-02,Windpark Norderland GmbH & Co. KG Ochtersum I,Christian Kubitschek,WEA 1 von 1,1150587,WEA O13,92.0,115.0,Ja,Unbekannt,Ja,,,6.0,16.0,W,,,,,2022-11-10,,,Approved,file:///A:\___Projekte\10286599_2021 E115 SEN WP Ochtersum I Norderland GmbH (Christian Kubitschek) ,53.619224,7.539623,212799.0
43,,,WP Blomberg Neuschloo I,SEN,Enercon,E115,10286603,SEN E 115 Norderland Neuschoo (212802),PHISCH,2021-03-02,Windpark Norderland GmbH & Co. KG Blomberg/Neuschoo I,Christian Kubitschek,WEA 1 von 2,1150509,WEA N1v,135.0,115.0,Ja,Ja,Unbekannt,,,7.0,17.0,W,,,,,2022-05-13,,,Approved,file:///A:\___Projekte\10286603_2021 E115 SEN WP Blomberg Neuschloo I Norderland GmbH (Christian Kubitschek) ,53.553259,7.502683,212802.0
45,,Informationen sind nicht vollständig.,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 1 von 8,55206472,GM21,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.917124,16.944878,210822.0
46,,,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 2 von 8,55206473,GM22,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.91328,16.951838,210822.0
47,,,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 3 von 8,55206453,GM23,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.918421,16.935281,210822.0
48,,,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 4 von 8,55206454,GM24,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.914331,16.941007,210822.0
49,,,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 5 von 8,55206455,GM25,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.912342,16.946148,210822.0
50,,,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 6 von 8,,GM26,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.9084,16.95083,210822.0
51,,,Mönchhof Linkamp AT,SEN SIM,GE,3.6,10289754,SEN GE Gols Mönchhof (210822),ARNJEN,2021-03-29,GE Renewable Austria GmbH,Philip Wichterich,WEA 7 von 8,55206448,,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10289754_2021 36 SEN SIM Mönchhof Linkamp AT GE (Philip Wichterich) ,47.905281,16.955734,210822.0
53,,,WP Bütteler Balje,SEN SON,Enercon,E82,10290963,SEN SON WTS Serration (213558),ULFKOC,2021-04-06,WTS Wind-Tuning-Systems GmbH,Klaus Röhm,WEA 1 von 1,E826119,WEA 5,84.5,82.0,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,2022-02-25,2022-06-07,2022-09-13,Approved,file:///A:\___Projekte\10290963_2021 E82 SEN SON WP Bütteler Balje WTS (Klaus Röhm) ,54.150199,8.954711,213558.0
54,,,Olderup,SEN,Vestas,V117,10303356,SEN V117 Olderup II (217426),RICFRE,2021-07-08,Windpark II Olderup GmbH & Co. KG,Karina Ingwersen,WEA 1 von 1,218962,,91.5,117.0,Unbekannt,Ja,Ja,,,5.0,15.0,W,,,,,2023-02-10,,,Approved,file:///A:\___Projekte\10303356_2021 V117 SEN Olderup Windpark II Olderup GmbH und Co KG (Karina Ingwersen) ,54.527175,9.093228,217426.0
55,,,WP Biegen,SEN,Vestas,V136,10304360,SEN V136 Biegen WPD (217564),JOPRZ,2021-07-16,wpd windmanager GmbH & Co. KG,Margot Petersen-Jaenicke,WEA 1 von 2,236762,WEA03,149.0,136.0,Ja,Ja,Ja,,,7.0,17.0,W,,,,,2022-10-14,2023-01-13,,Approved,file:///A:\___Projekte\10304360_2021 V136 SEN WP Biegen WPD (Margot Petersen_Jaenicke) ,52.306794,14.382808,217564.0
56,,,WP Biegen,SEN,Vestas,V136,10304360,SEN V136 Biegen WPD (217564),JOPRZ,2021-07-16,wpd windmanager GmbH & Co. KG,Margot Petersen-Jaenicke,WEA 2 von 2,236760,WEA01,149.0,136.0,Ja,Ja,Ja,,,7.0,17.0,W,,,,,2023-01-13,,,Approved,file:///A:\___Projekte\10304360_2021 V136 SEN WP Biegen WPD (Margot Petersen_Jaenicke) ,52.30393,14.386941,217564.0
57,,,Reußenköge,SET,Vestas,V112,10307415,SET V210165 Reußenk (220242),ULMR,2021-08-24,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V210165,,94.0,112.0,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,2021-07-30,,,Approved,file:///A:\___Projekte\10307415_2021 V112 SET Reußenköge Vestas (Helge Schnehle) ,54.619877,8.89624,220242.0
58,,,KWK,SEN,Enercon,E115,10307971,SEN E115 KW-Koog (210762),ULFKOC,2021-08-27,et marschland GmbH & CO. KG,Jan Heckens,WEA 1 von 1,E1160069,,92.0,115.71,Unbekannt,Ja,Ja,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10307971_2021 E115 SEN KWK WES Ibs (Jan Heckens) ,53.951897,8.929493,210762.0
59,,,Miltzow,SEN,Vestas,V90,10308233,SEN Miltzow 205788 (220469),JOPRZ,2021-08-23,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V205788,WEA 01,105.0,90.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,2022-01-05,,,Approved,file:///A:\___Projekte\10308233_2021 V90 SEN Miltzow Vestas D (Helge Schnehle) ,54.195926,13.164507,220469.0
60,,,WP Neuenkirchen,SEN,Enercon,E115,10308234,SEN WP Neuenkirchen (201557),ULMR,2021-09-01,WES IBS Betriebsführungs- und Verwaltungs GmbH,Jan Heckens,WEA 1 von 1,E1160084,,122.0,116.0,Ja,Ja,Ja,,,6.0,16.0,W,,,,,,2023-03-23,,Approved,file:///A:\___Projekte\10308234_2021 E115 SEN WP Neuenkirchen WES Ibs (Jan Heckens) ,54.252919,8.956609,201557.0
61,,,Dagebüll,SEN,Vestas,V112,10309140,SEN V235642 Dagebüll (220914),RICFRE,2021-09-09,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V235642,WEA 9,112.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,2021-09-16,2021-12-08,,Approved,file:///A:\___Projekte\10309140_2021 V112 SEN Dagebüll Vestas D (Helge Schnehle) ,54.72787,8.751881,220914.0
62,,Das ist nicht klar,WP Brest,SEN LZM,Vestas,EVENTUS 150,10312637,SEN WP Brest (221498),ULFKOC,2021-10-01,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,,,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10312637_2021 EVENTUS 150 SEN LZM WP Brest Vestas D (Helge Schnehle) ,53.437969,9.391169,221498.0
64,,,WP Achim Bollen,SEN,Vestas,V150,10324767,SEN 3x V150 WP Achim (222575),PHISCH,2021-11-19,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 1 von 3,237457,WEA 1,166.0,150.0,Unbekannt,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10324767_2021 V150 SEN WP Achim Bollen wpd (Margot Petersen_Jaenicke) ,53.0238,8.94868,222575.0
65,,,WP Achim Bollen,SEN,Vestas,V150,10324767,SEN 3x V150 WP Achim (222575),PHISCH,2021-11-19,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 2 von 3,237458,WEA 2,166.0,150.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10324767_2021 V150 SEN WP Achim Bollen wpd (Margot Petersen_Jaenicke) ,53.0216,8.94175,222575.0
