,Priority 1-6 (low - high),Status (messklar/on hold),Messort,Art,Hersteller,WEA-Typ,Projektnumber  (link to PowerBI PM Dashboard),Projectname,DNV PM,Auftragsdatum,Kunde,"Ansprechpartner Kunde (E-Mail, phone)",WEA X von Y,Ser.-Nr.,WP-Nr.:,HB,LK,BImschG,Modi Liste,Beschwerdelage ja/nein Bemerkungen,min. Wind speed needed,max. Wind speed needed,bevorz.  WR (falls bekannt),Landowner of  Turbine or Measurment area,Owner of neighbour turbines which have to be shut down,Gridoperator EisMan,sonst. Bemerkungen,Messung 1 Datum/ MA,Messung 3 Datum/ MA,Messung 3 Datum/ MA.1,Stand x = close,Link project folder Acoustics,Breitengrad,Längengrad,L2C/ Salesforce (Link)
175,,,Goldelund,SEN,Enercon,E70,10367152,SEN E70 Goldelund (234247),RICFRE,2022-06-13,ENERCON GmbH,Julia Langner,WEA 1 von 1,784342,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10367152_2022 E70 SEN Goldelund Enercon GmbH (Julia Langner) ,,,234247
176,,,Beesenberg,SEN,Vestas,EVENTUS,10367726,SEN Vestas Eventus Beesenberg (234861),FELPLA,2022-06-21,Vestas Wind Systems A/S,NCN,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10367726_2022 EVENTUS SEN Beesenberg Vestas DK (NCN) ,,,234861
177,,,Mattheshöhe,SET,GE,GE 3.6-137,10367972,SET GE 3.6 Matthes. (234030),FELPLA,2022-06-23,GE Wind Energy GmbH,Julia Klitz,WEA 1 von 2,53209608,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10367972_2022 GE 36_137 SET Mattheshoehe GE Wind Energy GmbH (Julia Klitz) ,,,234030
178,,,Mattheshöhe,SET,GE,GE 3.6-137,10367972,SET GE 3.6 Matthes. (234030),FELPLA,2022-06-23,GE Wind Energy GmbH,Julia Klitz,WEA 2 von 2,53209609,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10367972_2022 GE 36_137 SET Mattheshoehe GE Wind Energy GmbH (Julia Klitz) ,,,234030
179,,,Heiligengrabe,SEN,Enercon,E103,10369063,SEN Heiligengrabe (234690),IACRUZ,2022-06-28,ENERCON GmbH,Mirko Martens,WEA 1 von 1,ZB01,,Nein,Nein,Ja,103,,5.0,15.0,E,,,,,,,,Approved,file:///C:\_Projects\10369063_2022 E103 SEN Heiligengrabe Mirko Martens (Mirko Martens) ,,,234690
180,,,Hüllerupfeld,SEN,Enercon,E115,10369699,SEN Hüllerupfeld (235166),ULMR,1905-07-14,Windpark Hüllerup-Feld UG (haftungsbeschränkt) & Co. KG,Thurid,WEA 1 von 1,,,Nein,Nein,Nein,n,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10369699_2022 E115 SEN Hüllerupfeld Thurid (Thurid) ,,,235166
181,,,Mühlenberg,SEN,Enercon,N117,10369703,SEN N117 WP Mühlenberg III NTTB (235165),ULMR,2022-06-28,Windpark Mühlenberg GmbH & Co. KG,Thurid,WEA 1 von 1,,,Nein,Nein,Nein,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10369703_2022 N117 SEN Mühlenberg NTTB (Thurid) ,,,235165
182,,,WP Neuenkirchen,SEN,Enercon,E126,10371136,SEN E126 WP Neuenk. (235801),ANNJO,2022-07-21,Bürgerwindpark Neuenkirchen UG (haftungsbeschränkt) & Co. KG,Simon Brälye,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10371136_2022 E126 SEN WP Neuenkirchen BWP Neuenkirchen (Simon Brälye) ,,,235801
183,,,WP Ottenbüttel,LZM,,,10371503,LZM Ottenbüttel (230357),ULFKOC,2022-07-22,PROKON Regenerative Energien eG,Christian Weiß,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10371503_2022  LZM WP Ottenbüttel PROKON (Christian Weiß) ,,,230357
184,,,Südermarsch,SEN,Enercon,E115,10371874,SEN Südermarsch II (235210),FELPLA,2022-07-28,Bürgerwind Südermarsch II GmbH & Co. KG,Thurid Kuhk,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10371874_2022 E115 SEN Südermarsch nttb (Thurid Kuhk) ,,,235210
185,,,Südermarsch,SEN,Enercon,E115,10371874,SEN Südermarsch II (235210),FELPLA,2022-07-28,Bürgerwind Südermarsch II GmbH & Co. KG,Thurid Kuhk,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10371874_2022 E115 SEN Südermarsch nttb (Thurid Kuhk) ,,,235210
186,,,WP Trennewurth,SEN,Senvion,MM82,10372412,SEN MM82 Trennewurth (236516),ARNJEN,2022-08-01,Trennewurth Warftwind GmbH & Co. KG,Eric Breuer,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10372412_2022 MM82 SEN WP Trennewurth Umwelt Management AG (Eric Breuer) ,,,236516
187,,,Lasbek Barkhorst,SEN,Vestas,V126,10372421,SEN Lasbek 236506 (236506),FELPLA,2022-08-04,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V231228,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10372421_2022 V126 SEN Lasbek Barkhorst Vestas D (Helge Schnehle) ,,,236506
188,,,Fri.Ko.,SEN,Enercon,E115,10373627,SEN Friedrichskoog (236826),ARNJEN,2022-08-11,WES IBS Betriebsführungs- und Verwaltungs GmbH,Jan Heckens,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10373627_2022 E115 SEN FriKo WES Ibs (Jan Heckens) ,,,236826
189,,,Wölsickendorf,SEN,GE,5.3-158,10373629,SEN GE Wölsickendorf (236767),IACRUZ,2022-08-10,GE Wind Energy GmbH,Björn Schierenbeck,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10373629_2022 53_158 SEN Wölsickendorf GE (Björn Schierenbeck) ,,,236767
190,,,Wölsickendorf,SEN,GE,5.3-158,10373629,SEN GE Wölsickendorf (236767),IACRUZ,2022-08-10,GE Wind Energy GmbH,Björn Schierenbeck,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10373629_2022 53_158 SEN Wölsickendorf GE (Björn Schierenbeck) ,,,236767
191,,,WP Schrepkow,SEN,GE,5.5-158,10375081,SEN WP Schrepkow Green Wind (234679),IACRUZ,2022-08-18,Green Wind Energy GmbH,Maximilian Horn,WEA 1 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375081_2022 55_158 SEN WP Schrepkow Green Wind Energy (Maximilian Horn) ,,,234679
192,,,WP Schrepkow,SEN,GE,5.5-158,10375081,SEN WP Schrepkow Green Wind (234679),IACRUZ,2022-08-18,Green Wind Energy GmbH,Maximilian Horn,WEA 2 von 2,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375081_2022 55_158 SEN WP Schrepkow Green Wind Energy (Maximilian Horn) ,,,234679
193,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 1 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
194,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 2 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
195,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 3 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
196,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 4 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
197,,,WP Gudendorf I,SEN,Vestas,V162,10375376,SEN V162 Gudendorf (237049),ANNJO,2022-08-22,Windpark Gudendorf I GmbH & Co. KG,Jan Heckens,WEA 5 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10375376_2022 V162 SEN WP Gudendorf I WES Ibs (Jan Heckens) ,,,237049
198,,,Vouillon,SET,Vestas,V126-3.45,10377290,SET 2 V126 France (234655),FELPLA,2022-08-31,Vestas France S.A.S.,Andres Alfonso Lopez Lozada,WEA 1 von 2,V223247,,Ja,Ja,Nein,SO11,,5.0,15.0,E,,,,4 verschiedene Settings + Baseline,,,,Approved,file:///A:\___Projekte\10377290_2022 V126_345 SET Vouillon Vestas France (Andres Alfonso Lopez Lozada) ,,,234655
199,,,Vouillon,SET,Vestas,V126-3.45,10377290,SET 2 V126 France (234655),FELPLA,2022-08-31,Vestas France S.A.S.,Andres Alfonso Lopez Lozada,WEA 2 von 2,V223252,,Ja,Ja,Nein,SO11,,5.0,15.0,E,,,,4 verschiedene Settings + Baseline,,,,Approved,file:///A:\___Projekte\10377290_2022 V126_345 SET Vouillon Vestas France (Andres Alfonso Lopez Lozada) ,,,234655
200,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 1 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
201,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 2 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
202,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 3 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
203,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 4 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
204,,,WP Jerrishoe,SEN,Senvion,3.2M114,10377886,SEN 3.2m114 Jerrishoe (235288),RICFRE,2022-09-05,WP Jerrishoe Pooling GmbH & CO. KG,Franz-Josef Lübbert zur Lage,WEA 5 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10377886_2022 32M114 SEN WP Jerrishoe WP Jerrishoe Pooling GmbH (Franz_Josef Lübbert zur Lage) ,,,235288
205,,,WP Süderdorf,SEN,Vestas,V126,10379099,SEN V126 BWP Eider (230353),ULFKOC,2022-09-09,Bürgerwindpark Eider GmbH & Co. KG,Jan Heckens,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10379099_2022 V126 SEN WP Süderdorf WES Ibs (Jan Heckens) ,,,230353
206,,,WP Hägen,SEN,Vestas,V150,10379103,SEN V150 BWP Hägen (230354),ULFKOC,2022-09-09,Bürgerwindpark Hägen GmbH & Co. KG,Jan Heckens,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10379103_2022 V150 SEN WP Hägen WES Ibs (Jan Heckens) ,,,230354
207,,,WP Norstedt,SEN,Enercon,E-138,10380285,SEN E-138 Norstedt (238389),ULMR,2022-09-27,Bürgerwindpark Norstedt-Ohlandt GmbH & Co. KG,Thurid Kuhk,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10380285_2022 E_138 SEN WP Norstedt BWP Norstedt Ohlandt (Thurid Kuhk) ,,,238389
208,,,WP Swatte Poele,SIM,Enercon,E126,10380615,SIM E-126 Swatte P. (237888),PHISCH,2022-09-13,Windpark Swatte Poele Invest GmbH & Co. KG,Marcel Homann,WEA 1 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10380615_2022 E126 SIM WP Swatte Poele Heliotec (Marcel Homann) ,,,237888
209,,,WP Swatte Poele,SIM,Enercon,E126,10380615,SIM E-126 Swatte P. (237888),PHISCH,2022-09-13,Windpark Swatte Poele Invest GmbH & Co. KG,Marcel Homann,WEA 2 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10380615_2022 E126 SIM WP Swatte Poele Heliotec (Marcel Homann) ,,,237888
210,,,WP Swatte Poele,SIM,Enercon,E126,10380615,SIM E-126 Swatte P. (237888),PHISCH,2022-09-13,Windpark Swatte Poele Invest GmbH & Co. KG,Marcel Homann,WEA 3 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10380615_2022 E126 SIM WP Swatte Poele Heliotec (Marcel Homann) ,,,237888
211,,,WP Swatte Poele,SIM,Enercon,E126,10380615,SIM E-126 Swatte P. (237888),PHISCH,2022-09-13,Windpark Swatte Poele Invest GmbH & Co. KG,Marcel Homann,WEA 4 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10380615_2022 E126 SIM WP Swatte Poele Heliotec (Marcel Homann) ,,,237888
212,,,WP Swatte Poele,SIM,Enercon,E126,10380615,SIM E-126 Swatte P. (237888),PHISCH,2022-09-13,Windpark Swatte Poele Invest GmbH & Co. KG,Marcel Homann,WEA 5 von 5,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10380615_2022 E126 SIM WP Swatte Poele Heliotec (Marcel Homann) ,,,237888
213,,,Dahme-Wahlsdorf,SEM,GE,,10381946,SEN GE Dahme-Wahls (238452),FELPLA,2022-09-27,GE Wind Energy GmbH,Björn Schierenbeck,WEA 1 von 1,5648430,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10381946_2022  SEM Dahme_Wahlsdorf GE Wind Energy (Björn Schierenbeck) ,,,238452
214,,,Österwurth,SEN,Enercon,E115,10381950,SEN Oesterwurth E115 (238765),ANNJO,2022-09-29,WKA Scheld GmbH & Co. KG,Jan Heckens,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10381950_2022 E115 SEN Österwurth WES Ibs (Jan Heckens) ,,,238765
215,,,Corme,SET,SGRE,G114,10382318,SEN SGRE Corme ES (235875),IACRUZ,2022-09-22,"EDP Renovables España, S.L.U.",Begona Arechaga,WEA 1 von 2,,,Nein,Nein,Nein,,,5.0,15.0,E,,,,,,,,Approved,file:///C:\_Projects\10382318_2022 G114 SET Corme EDP (Begona Arechaga) ,,,235875
216,,,Corme,SET,SGRE,G114,10382318,SEN SGRE Corme ES (235875),IACRUZ,2022-09-22,"EDP Renovables España, S.L.U.",Begona Arechaga,WEA 2 von 2,,,Nein,Nein,Nein,,,5.0,15.0,E,,,,,,,,Approved,file:///C:\_Projects\10382318_2022 G114 SET Corme EDP (Begona Arechaga) ,,,235875
217,,,Wohlsdorf,SEN,Vestas,V150,10382385,SEN Wohlsdorf (239150),JOPRZ,2022-10-06,Windpark Wohlsdorf GmbH & Co. KG,Paul Meyer REON,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10382385_2022 V150 SEN Wohlsdorf Windpark Wohlsdorf GmbH und Co KG (Paul Meyer REON) ,,,239150
218,,,Hemme,SEN,Enercon,E82,10382953,SEN E-82 Hemme (238825),ANNJO,,ENERCON GmbH,Enercon,WEA 1 von 1,825702,,Nein,Nein,Nein,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10382953_2022 E82 SEN Hemme Sven Bigalke (Enercon) ,,,238825
219,,,Bramsche,SEN,Senvion,3.4M,10384183,SEN Bramsche SEN3.0 (239569),JOPRZ,2022-10-17,4initia GmbH,Serkan Yetiskin,WEA 1 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Final Billing,file:///A:\___Projekte\10384183_2022 34M SEN Bramsche 4Initia (Serkan Yetiskin) ,,,239569
220,,,Bramsche,SEN,Senvion,3.4M,10384183,SEN Bramsche SEN3.0 (239569),JOPRZ,2022-10-17,4initia GmbH,Serkan Yetiskin,WEA 2 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Final Billing,file:///A:\___Projekte\10384183_2022 34M SEN Bramsche 4Initia (Serkan Yetiskin) ,,,239569
221,,,Bramsche,SEN,Senvion,3.4M,10384183,SEN Bramsche SEN3.0 (239569),JOPRZ,2022-10-17,4initia GmbH,Serkan Yetiskin,WEA 3 von 3,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Final Billing,file:///A:\___Projekte\10384183_2022 34M SEN Bramsche 4Initia (Serkan Yetiskin) ,,,239569
222,,,Schoenfeld,SEN,Vestas,V136,10384188,SEN V136 Schönfeld (238874),ANNJO,,ENERTRAG SE,Jonas Armbroester,WEA 1 von 1,,,Nein,Nein,Ja,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10384188_2022 V136 SEN Schoenfeld Enertrag SE (Jonas Armbroester) ,,,238874
223,,,Heckelberg,SEN,Senvion,3.6M140,10384523,SEN Heckelberg Notus (239625),ANNJO,,Notus energy Plan GmbH & Co. KG,Paula Kock,WEA 1 von 1,WEA03,,Nein,Nein,Ja,1740kW,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10384523_2022 36M140 SEN Heckelberg Notus (Paula Kock) ,,,239625
224,,,WP Krevese,SEN,Vestas,V150,10384592,SEN V150 WP Krevese (228851),IACRUZ,2022-10-25,Eurowind Energy GmbH,Federico Alcalde Burella,WEA 1 von 1,,,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10384592_2022 V150 SEN WP Krevese Eurowind (Federico Alcalde Burella) ,,,228851
225,,,Neuenkirchen,SET,Enercon,E-115,10385705,SEN E115 Neuenk. (237496),ANNJO,,ENERCON GmbH,Sven Bigalke,WEA 1 von 1,,,Nein,Nein,Nein,,,5.0,15.0,E,,,,,,,,Pending Close,file:///A:\___Projekte\10385705_2022 E_115 SET Neuenkirchen Enercon (Sven Bigalke) ,,,237496
226,,,Dammfleth,SEN,Vestas,V136,10385875,SEN 2V136 Dammfleth (228853),IACRUZ,,Windpark Rothenmeer GmbH & Co. KG,Federico_Alcalde_Burella,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,228853
227,,,Dammfleth,SEN,Vestas,V136,10385875,SEN 2V136 Dammfleth (228853),IACRUZ,,Windpark Rothenmeer GmbH & Co. KG,Federico_Alcalde_Burella,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,228853
228,,,Tensbüttel,SEN,Vestas,V150,10385877,SEN V150 Tensb. (240478),ANNJO,,Looft-Schmidt GmbH & Co. 3. Betriebs KG,Thurid_Kuhk,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,240478
229,,,Lohe,SEN,Vestas,V150,10385878,SEN V150 WP Lohe (240477),ANNJO,,Looft-Schmidt GmbH & Co. 4.Betriebs KG,Thurid_Kuhk,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,240477
230,,,Wunderberg,SEN,Vestas,V126,10387490,SEN V126 Wunderberg (240502),PHISCH,,wpd windmanager GmbH & Co. KG,Margot_Petersen_Jaenicke,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,240502
231,,,,DMB,Enercon,,10387976,DMB E-138 NR 6 (241085),ANNJO,,ENERCON GmbH,Nils_Noffke,,,,,,,,,5.0,15.0,E,,,,,,,,Pending Close,,,,241085
232,,,Wieringermeer/NL,SET,Vensys,VS115,10388155,SET VS115 Wieringerm (239133),PHISCH,,VENSYS Energy AG,Dennis_Vollberg,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,239133
233,,,Blauw,SET,Vestas,V162,10388737,SET V162 Blauw (240702),PHISCH,,Vestas Benelux B.V.,NCN,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,240702
234,,,Könau (Wrestedt),SEN,GE,5.5,10390135,SEN Wrestedt 4 initia (238291),FELPLA,,JWE Bürgerwindpark Könau-Ostedt-Suhlendorf GmbH & Co. KG,Serkan_Yetiskin,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,238291
235,,,Reußenköge,SEN,Vestas,V112,10390714,SEN V112 Reußenk. (241926),RICFRE,,Vestas Deutschland GmbH,Jannika_Binder,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,241926
236,,,Beldorf,SIP SWP,,,10391052,SIP SWP BWP Beldorf (242079),JORDED,,Bürgerwindpark Beldorf GmbH & Co. KG,Grit_Awiszus,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,242079
237,,,Wrohm-Osterrade,SIP SWP,,,10391056,SIP SWP Wrohm-Osterr. (242081),JORDED,,Bürgerwindpark Wrohm- Osterrade GmbH & Co. KG,Grit_Awiszus,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,242081
238,,,,SIP SWP,German Sustainables,GS-1000 NT,10392418,SIP SWP GS-1000 NT (242119),JORDED,,German Sustainables Gesellschaft für erneuerbare Energiesysteme m.b.H,Hans_Jürgen_Brandt,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,242119
239,,,Jettenbach,SEN,Enercon,,10392419,SEN E-138 Jettenbach (242310),IACRUZ,,ENERCON GmbH,Mirko_Martens,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,242310
240,,,Fehmarn,SIP SWP,,,10392420,SIP SWP Fehmarn II (242077),JORDED,,Windpark Fehmarn-Mitte II GmbH & Co. KG,Hendrik_Kattau,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,242077
241,,,Hämelhausen,SEN,Vestas,V126,10392511,SEN Hämelhausen V126 (235267),JOPRZ,,Vestas Deutschland GmbH,Raphael_Springmann,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,235267
242,,,Wieringermeer/NL,SON,Vensys,VS115,10393498,SON Infraschall Ven. (242592),ULFKOC,,VENSYS Energy AG,Torsten_Sigmund,,,,,,,,,5.0,15.0,E,,,,,,,,Approved,,,,242592
